ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
1/23/15,11:28,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Fri
1/23/15,11:29,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Fri
3/5/15,10:52,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Thu
3/5/15,13:41,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Thu
3/9/15,10:16,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Mon
3/9/15,14:28,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Mon
3/9/15,14:29,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Mon
3/9/15,14:30,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,14,Mon
3/9/15,14:32,$35.00,LOT 15 - JAQUA,SERVICE VEHICLE ONLY,14,Mon
5/13/16,10:36,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
3/10/15,9:55,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Tue
3/10/15,9:55,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Tue
1/14/15,11:03,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
1/15/15,10:53,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Thu
10/27/15,11:55,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
10/27/15,11:56,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
3/3/15,14:07,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Tue
3/5/15,9:28,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Thu
3/5/15,10:50,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Thu
3/5/15,13:37,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Thu
3/5/15,13:40,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Thu
3/6/15,11:37,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Fri
3/9/15,14:20,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Mon
3/9/15,14:24,$50.00,LOT 15 - JAQUA,BOOT FEE,14,Mon
3/9/15,14:27,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Mon
3/9/15,17:10,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,17,Mon
3/10/15,15:43,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Tue
3/11/15,10:27,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,10,Wed
3/11/15,10:38,$50.00,LOT 15 - JAQUA,BOOT FEE,10,Wed
3/11/15,11:38,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,11,Wed
3/11/15,14:45,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Wed
3/11/15,14:46,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Wed
3/12/15,10:53,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,10,Thu
1/29/15,16:34,$50.00,LOT 15 - JAQUA,BOOT FEE,16,Thu
3/16/15,10:43,$20.00,LOT 15 - JAQUA,OVERTIME STREET MTR,10,Mon
3/16/15,16:15,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Mon
1/23/15,11:31,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,11,Fri
1/23/15,11:32,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,11,Fri
1/14/16,12:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Thu
1/14/16,12:15,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Thu
3/11/15,10:30,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Wed
3/11/15,10:31,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Wed
3/11/15,10:32,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Wed
3/11/15,10:34,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Wed
3/11/15,11:34,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,11,Wed
3/11/15,11:35,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,11,Wed
3/11/15,11:36,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,11,Wed
3/12/15,10:56,$20.00,LOT 15 - JAQUA,OVERTIME STREET MTR,10,Thu
3/30/15,13:18,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Mon
3/30/15,13:19,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Mon
3/16/15,8:44,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,8,Mon
3/16/15,10:44,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Mon
3/16/15,10:46,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,10,Mon
3/16/15,16:11,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Mon
3/16/15,16:12,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Mon
3/17/15,11:49,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
3/17/15,11:49,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
4/2/15,9:44,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,9,Thu
4/3/15,11:22,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Fri
4/3/15,11:24,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Fri
4/6/15,13:21,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Mon
4/6/15,15:10,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Mon
4/6/15,15:12,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Mon
4/6/15,15:13,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,15,Mon
4/6/15,13:20,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,13,Mon
4/8/15,11:02,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
4/8/15,11:06,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
4/10/15,17:25,$35.00,LOT 15 - JAQUA,RESTRICTED AREA,17,Fri
4/13/15,11:21,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
4/14/15,9:50,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Tue
4/14/15,9:51,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Tue
4/15/15,15:05,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Wed
4/15/15,15:07,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Wed
4/15/15,15:08,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Wed
4/2/15,9:44,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Thu
4/21/15,9:08,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Tue
4/22/15,11:40,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
4/6/15,15:10,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Mon
4/6/15,15:12,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Mon
4/6/15,15:13,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Mon
4/7/15,10:32,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Tue
4/7/15,10:34,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Tue
4/8/15,11:00,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
4/8/15,15:06,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Wed
4/8/15,16:48,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Wed
4/8/15,16:49,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Wed
4/9/15,9:11,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Thu
4/24/15,16:15,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Fri
4/24/15,16:17,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Fri
4/13/15,11:17,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
4/13/15,11:19,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
4/13/15,11:20,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
4/15/15,15:09,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Wed
4/15/15,15:12,$50.00,LOT 15 - JAQUA,BOOT FEE,15,Wed
4/11/16,11:27,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
3/11/16,13:05,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Fri
3/11/16,13:07,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
5/12/15,11:21,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
5/12/15,11:22,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
5/12/15,11:24,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
5/14/15,13:31,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Thu
5/14/15,15:08,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Thu
4/22/15,11:40,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
4/27/15,11:31,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
3/14/16,13:59,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
3/11/16,11:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
5/20/15,13:58,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Wed
5/20/15,13:59,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Wed
3/11/16,11:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
5/22/15,10:39,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Fri
3/14/16,13:57,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Mon
5/14/15,15:06,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Thu
5/14/15,15:07,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Thu
5/15/15,10:56,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Fri
5/15/15,10:57,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Fri
2/17/16,14:38,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
5/19/15,11:44,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
6/1/15,12:45,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,12,Mon
6/1/15,12:47,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,12,Mon
5/22/15,12:09,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,12,Fri
5/22/15,12:13,$0.00,LOT 15 - JAQUA,WARNING/NO CHARGE,12,Fri
5/22/15,12:14,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,12,Fri
5/22/15,10:38,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Fri
5/22/15,13:43,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Fri
5/22/15,13:46,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Fri
5/22/15,13:48,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Fri
5/22/15,13:50,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,13,Fri
5/22/15,15:06,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,15,Fri
2/17/16,14:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
6/1/15,11:28,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
6/1/15,11:29,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
6/1/15,11:30,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
6/1/15,12:43,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,12,Mon
12/10/15,11:03,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
1/27/15,11:45,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
12/10/15,11:01,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
6/2/15,9:06,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Tue
1/20/16,11:23,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
12/10/15,11:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
1/29/15,16:27,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Thu
1/29/15,16:29,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Thu
1/29/15,16:34,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Thu
6/4/15,9:49,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Thu
6/4/15,9:50,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Thu
2/2/15,12:19,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,12,Mon
12/2/15,13:22,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Wed
2/23/16,11:12,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Tue
2/23/16,11:16,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
8/5/15,9:52,$0.00,LOT 15 - JAQUA,BIKE IMPOUND FEE,9,Wed
2/4/15,12:11,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,12,Wed
6/5/15,10:47,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,10,Fri
12/2/15,13:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Wed
12/2/15,13:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Wed
12/2/15,13:33,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Wed
2/3/15,11:31,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
2/3/15,11:34,$35.00,LOT 15 - JAQUA,RESTRICTED AREA,11,Tue
2/4/15,12:10,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,12,Wed
11/17/15,14:47,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Tue
10/31/16,13:41,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Mon
10/31/16,13:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
1/20/16,11:22,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
2/4/15,12:09,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,12,Wed
2/5/15,15:00,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Thu
2/5/15,14:58,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Thu
2/5/15,14:59,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Thu
2/6/15,10:58,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Fri
7/7/15,9:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
7/7/15,13:17,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
7/7/15,13:20,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Tue
11/21/16,14:38,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
11/7/16,10:33,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Mon
7/14/15,10:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
7/14/15,10:46,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Tue
6/18/15,8:44,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,8,Thu
11/24/15,14:54,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
7/7/15,9:15,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
7/7/15,9:17,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
7/14/15,10:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
7/17/15,8:30,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Fri
7/17/15,8:32,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Fri
7/17/15,8:33,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Fri
7/17/15,8:34,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Fri
7/17/15,8:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Fri
7/17/15,8:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Fri
7/17/15,8:35,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Fri
2/6/15,10:53,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,10,Fri
2/6/15,10:57,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Fri
1/14/16,12:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Thu
1/14/16,12:16,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Thu
1/14/16,12:18,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Thu
2/11/15,11:05,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
2/11/15,11:06,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
2/12/15,10:15,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Thu
2/13/15,11:11,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Fri
2/16/15,14:05,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Mon
2/16/15,14:01,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,14,Mon
2/16/15,14:03,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Mon
2/16/15,14:04,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Mon
2/18/15,13:02,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Wed
11/17/15,14:41,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
11/17/15,14:43,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
2/10/15,10:01,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,10,Tue
2/10/15,10:01,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Tue
2/11/15,11:07,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
8/14/15,8:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Fri
8/26/15,9:10,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Wed
8/26/15,9:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Wed
11/17/15,14:42,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
11/17/15,14:43,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
11/17/15,14:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
11/17/15,14:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
11/24/15,14:54,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
2/17/15,11:01,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Tue
11/17/15,14:49,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Tue
11/17/15,14:50,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Tue
11/18/15,10:56,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,10,Wed
11/18/15,10:58,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Wed
2/19/15,15:12,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Thu
2/20/15,7:33,$20.00,LOT 15 - JAQUA,OVERTIME STREET MTR,7,Fri
2/20/15,7:36,$20.00,LOT 15 - JAQUA,OVERTIME STREET MTR,7,Fri
3/4/16,10:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
1/30/17,11:17,$0.00,LOT 15 - JAQUA,NO UO PERMIT - ADA,11,Mon
1/31/17,14:47,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
2/2/17,11:01,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/2/17,11:02,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/2/17,14:27,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
2/3/17,11:35,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
2/2/17,11:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/6/17,10:57,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
8/12/15,14:23,$0.00,LOT 15 - JAQUA,NO UO PERMIT,14,Wed
8/14/15,14:19,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
8/19/15,10:05,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
8/26/15,9:13,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Wed
11/17/15,14:44,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
11/17/15,14:49,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/31/17,14:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
3/2/17,14:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
2/2/17,10:57,$0.00,LOT 15 - JAQUA,NO UO PERMIT - ADA,10,Thu
2/2/17,10:58,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
2/2/17,11:00,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/2/17,14:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
3/1/17,14:54,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
3/2/17,14:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
2/27/17,11:00,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
2/15/17,10:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
2/16/17,8:52,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Thu
2/16/17,8:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Thu
2/16/17,8:54,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Thu
2/16/17,14:38,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
2/16/17,14:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
2/17/17,11:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
2/17/17,11:05,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
2/17/17,13:20,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
1/23/17,14:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
2/28/17,14:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
3/6/17,11:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
3/6/17,11:44,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Mon
3/6/17,11:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
3/7/17,10:49,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
2/15/17,10:31,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
2/16/17,9:07,$0.00,LOT 15 - JAQUA,NO UO PERMIT - ADA,9,Thu
2/17/17,8:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Fri
3/8/17,8:52,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Wed
3/8/17,8:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Wed
2/17/17,13:21,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
3/9/17,11:04,$0.00,LOT 15 - JAQUA,BOOT WARNING,11,Thu
3/9/17,11:07,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
3/9/17,13:21,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Thu
2/8/17,11:20,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Wed
2/3/17,11:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
2/7/17,9:17,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
2/7/17,9:18,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
2/8/17,14:33,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/8/17,14:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/10/17,11:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
2/10/17,11:36,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Fri
2/10/17,11:36,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Fri
1/23/17,14:07,$50.00,LOT 15 - JAQUA,BOOT FEE,14,Mon
1/30/17,11:19,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
1/23/17,14:01,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
3/6/17,11:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
3/7/17,10:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
3/9/17,11:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
3/9/17,11:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
3/9/17,11:02,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
3/9/17,11:03,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/3/17,11:35,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Fri
2/10/17,11:33,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
2/10/17,11:35,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Fri
1/23/17,14:03,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
1/30/17,11:16,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
1/30/17,11:18,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
3/13/17,10:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
3/13/17,10:49,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
3/13/17,10:55,$0.00,LOT 15 - JAQUA,NO UO PERMIT - ADA,10,Mon
2/19/15,11:24,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Thu
2/19/15,15:11,$30.00,LOT 15 - JAQUA,NO PERMIT DISPLAYED,15,Thu
2/19/15,15:13,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Thu
