ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
3/11/15,14:58,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Wed
3/11/15,10:59,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,10,Wed
3/11/15,10:59,$50.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE,10,Wed
3/12/15,13:59,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Thu
3/26/15,16:32,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,16,Thu
3/31/15,9:57,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,9,Tue
4/1/15,10:29,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
4/1/15,15:15,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,15,Wed
3/13/15,14:25,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,14,Fri
3/16/15,7:39,$35.00,LOT 12A - ONYX-LAWRENCE,NO PARKING ZONE,7,Mon
3/16/15,10:27,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
3/17/15,11:38,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
5/2/16,10:32,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
3/18/15,16:23,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Wed
4/11/16,14:14,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
4/7/15,8:16,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Tue
4/7/15,9:09,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Tue
4/27/16,13:48,$35.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT FOR AREA,13,Wed
4/27/16,13:50,$470.00,LOT 12A - ONYX-LAWRENCE,DISABLED SPACE PSTD,13,Wed
4/8/15,10:28,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,10,Wed
4/9/15,10:49,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,10,Thu
4/9/15,14:13,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,14,Thu
3/26/15,16:30,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
3/30/15,14:00,$35.00,LOT 12A - ONYX-LAWRENCE,NO PARKING ZONE,14,Mon
3/31/15,12:08,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,12,Tue
3/31/15,14:03,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,14,Tue
4/1/15,10:32,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,10,Wed
4/1/15,10:33,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
4/1/15,16:37,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Wed
4/1/15,16:38,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Wed
4/14/15,11:16,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
4/14/15,12:13,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Tue
4/14/15,12:14,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Tue
4/16/15,14:10,$0.00,LOT 12A - ONYX-LAWRENCE,WARNING/NO CHARGE,14,Thu
4/3/15,10:43,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Fri
4/11/16,14:12,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,14,Mon
4/3/15,15:43,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,15,Fri
4/3/15,15:47,$25.00,LOT 12A - ONYX-LAWRENCE,DESIGNATED VISITOR LOT/SPACE,15,Fri
4/6/15,12:16,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,12,Mon
4/17/15,16:14,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,16,Fri
4/21/15,13:37,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Tue
4/19/15,17:52,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,17,Sun
4/22/15,10:52,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
4/22/15,15:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Wed
4/6/15,17:22,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,17,Mon
4/22/15,16:57,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,16,Wed
4/8/15,10:30,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,10,Wed
4/8/15,12:27,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,12,Wed
4/24/15,14:51,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
4/27/15,12:03,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Mon
4/30/15,14:04,$0.00,LOT 12A - ONYX-LAWRENCE,WARNING/NO CHARGE,14,Thu
5/1/15,12:35,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,12,Fri
4/13/15,14:36,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
4/14/15,10:17,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Tue
4/7/16,16:30,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
4/7/16,16:32,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
4/14/15,16:32,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Tue
4/15/15,14:35,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Wed
4/15/15,16:24,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,16,Wed
5/5/15,14:59,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,14,Tue
5/5/15,15:01,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,15,Tue
5/5/15,15:05,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Tue
5/6/15,12:10,$30.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT DISPLAYED,12,Wed
5/6/15,12:12,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,12,Wed
5/8/15,14:02,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
5/8/15,14:03,$0.00,LOT 12A - ONYX-LAWRENCE,WARNING/NO CHARGE,14,Fri
5/11/15,10:57,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
5/11/15,10:58,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
5/11/15,15:09,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Mon
4/16/15,11:15,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR,11,Thu
4/17/15,15:27,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Fri
4/17/15,15:28,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Fri
4/20/15,16:21,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Mon
4/20/15,16:22,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Mon
5/12/15,11:11,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
5/12/15,11:13,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
5/12/15,11:14,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
5/14/15,10:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Thu
5/14/15,10:57,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Thu
4/23/15,12:59,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Thu
4/24/15,14:49,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
3/11/16,12:29,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Fri
4/29/15,10:53,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,10,Wed
4/29/15,11:01,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Wed
4/29/15,11:02,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Wed
5/15/15,11:38,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
5/15/15,11:39,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
5/15/15,10:43,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Fri
5/19/15,16:36,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Tue
5/19/15,12:37,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Tue
5/4/15,14:57,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
5/21/15,15:01,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR,15,Thu
5/11/15,10:59,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
5/11/15,11:01,$35.00,LOT 12A - ONYX-LAWRENCE,IMPROPER PARKING,11,Mon
5/26/15,14:11,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,14,Tue
5/27/15,13:47,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Wed
5/12/15,15:05,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Tue
5/12/15,15:07,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Tue
5/12/15,15:04,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,15,Tue
5/14/15,16:15,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
5/27/15,11:16,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Wed
5/28/15,8:38,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Thu
5/28/15,16:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
5/29/15,13:55,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,13,Fri
5/29/15,14:26,$30.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT DISPLAYED,14,Fri
5/29/15,10:39,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Fri
5/29/15,12:43,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,12,Fri
5/29/15,16:00,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,16,Fri
5/29/15,16:02,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Fri
6/1/15,8:00,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,8,Mon
5/15/15,16:03,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,16,Fri
5/18/15,7:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,7,Mon
2/23/16,11:06,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
5/21/15,15:03,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,15,Thu
5/22/15,7:32,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,7,Fri
5/22/15,10:32,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Fri
5/26/15,12:56,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Tue
5/27/15,13:46,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Wed
5/28/15,16:56,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
5/28/15,16:58,$35.00,LOT 12A - ONYX-LAWRENCE,SERVICE VEHICLE ONLY,16,Thu
5/28/15,17:00,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,17,Thu
5/28/15,17:03,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,17,Thu
5/29/15,11:20,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,11,Fri
5/29/15,16:04,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,16,Fri
5/29/15,16:14,$30.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT DISPLAYED,16,Fri
6/1/15,10:58,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,10,Mon
6/1/15,11:03,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Mon
6/1/15,11:03,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR,11,Mon
6/2/15,10:26,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Tue
1/27/15,11:25,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR,11,Tue
6/1/15,16:36,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Mon
6/3/15,14:17,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Wed
6/4/15,7:22,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,7,Thu
6/4/15,7:23,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,7,Thu
6/4/15,10:57,$30.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT DISPLAYED,10,Thu
6/4/15,17:15,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,17,Thu
6/4/15,17:17,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,17,Thu
1/29/15,11:24,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Thu
1/29/15,11:25,$30.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT DISPLAYED,11,Thu
6/3/15,10:53,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,10,Wed
6/4/15,7:25,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,7,Thu
6/4/15,9:07,$35.00,LOT 12A - ONYX-LAWRENCE,RESTRICTED AREA,9,Thu
6/4/15,17:02,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,17,Thu
6/4/15,17:03,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,17,Thu
6/4/15,17:04,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,17,Thu
6/5/15,11:10,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
6/5/15,11:13,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,11,Fri
2/2/15,10:57,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
1/5/16,13:13,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Tue
2/3/15,9:21,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Tue
2/3/15,9:23,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Tue
2/3/15,10:54,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR,10,Tue
11/18/15,12:53,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,12,Wed
8/31/15,13:33,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Mon
6/5/15,8:45,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,8,Fri
6/5/15,8:49,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Fri
6/5/15,8:52,$35.00,LOT 12A - ONYX-LAWRENCE,NO PARKING ZONE,8,Fri
11/24/15,14:40,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
2/3/15,10:01,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,10,Tue
2/3/15,10:02,$50.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE,10,Tue
2/3/15,10:11,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Tue
6/11/15,11:51,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,11,Thu
6/11/15,11:59,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Thu
10/6/16,16:56,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
10/13/16,10:47,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Thu
9/2/15,15:11,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Wed
9/2/15,15:12,$50.00,LOT 12A - ONYX-LAWRENCE,BOOT FEE,15,Wed
10/17/16,11:01,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Mon
10/28/16,13:51,$470.00,LOT 12A - ONYX-LAWRENCE,DISABLED SPACE PSTD,13,Fri
11/4/16,11:16,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
6/18/15,14:52,$0.00,LOT 12A - ONYX-LAWRENCE,WARNING/NO CHARGE,14,Thu
2/3/15,15:02,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Tue
6/23/15,10:47,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,10,Tue
6/23/15,10:51,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Tue
6/23/15,14:56,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
6/24/15,10:34,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,10,Wed
6/24/15,10:39,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
6/24/15,14:29,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Wed
6/25/15,14:54,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Thu
6/5/15,11:15,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,11,Fri
7/8/15,12:33,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Wed
6/5/15,14:03,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
6/5/15,14:04,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
10/6/16,16:50,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,16,Thu
10/6/16,16:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
11/4/16,11:19,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
7/13/15,8:22,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Mon
7/13/15,10:51,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,10,Mon
6/22/15,15:02,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Mon
6/22/15,15:07,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW,15,Mon
6/23/15,10:50,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Tue
6/23/15,14:54,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
6/23/15,14:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
6/25/15,14:54,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Thu
6/25/15,14:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Thu
6/30/15,10:53,$0.00,LOT 12A - ONYX-LAWRENCE,WARNING/NO CHARGE,10,Tue
7/8/15,10:19,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
7/8/15,10:29,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,10,Wed
7/13/15,9:27,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Mon
7/13/15,10:39,$75.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,10,Mon
7/13/15,10:41,$75.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE,10,Mon
7/13/15,10:46,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
7/13/15,10:48,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
7/17/15,14:27,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,14,Fri
12/8/15,8:10,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Tue
2/5/15,15:47,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Thu
2/9/15,12:49,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,12,Mon
2/9/15,12:49,$50.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE,12,Mon
2/9/15,12:50,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Mon
2/10/15,11:22,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
2/11/15,10:38,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
2/11/15,10:26,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
2/12/15,14:08,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Thu
2/12/15,14:10,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,14,Thu
2/12/15,14:10,$50.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE,14,Thu
7/17/15,14:28,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
7/17/15,14:29,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
7/20/15,10:36,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,10,Mon
7/20/15,10:40,$10.00,LOT 12A - ONYX-LAWRENCE,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
7/21/15,10:54,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,10,Tue
7/21/15,14:46,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,14,Tue
7/23/15,17:02,$75.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,17,Thu
7/27/15,15:25,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,15,Mon
2/13/15,14:52,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
2/16/15,11:25,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Mon
2/17/15,9:01,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Tue
2/17/15,10:59,$30.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT DISPLAYED,10,Tue
2/17/15,12:38,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,12,Tue
2/17/15,14:59,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
7/21/15,14:44,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,14,Tue
7/21/15,16:32,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,16,Tue
7/27/15,10:26,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,10,Mon
7/28/15,12:08,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,12,Tue
7/28/15,15:54,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,15,Tue
7/28/15,16:53,$75.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,16,Tue
7/14/15,15:01,$75.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,15,Tue
7/14/15,15:04,$75.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE,15,Tue
2/10/15,14:37,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR,14,Tue
2/10/15,14:36,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
2/11/15,10:25,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
2/12/15,8:06,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Thu
2/12/15,8:06,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Thu
2/13/15,14:14,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
8/10/15,16:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Mon
8/11/15,14:39,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,14,Tue
8/12/15,14:18,$0.00,LOT 12A - ONYX-LAWRENCE,BIKE IMPOUND FEE,14,Wed
8/12/15,14:20,$0.00,LOT 12A - ONYX-LAWRENCE,BIKE IMPOUND FEE,14,Wed
2/16/15,12:41,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Mon
2/16/15,12:44,$50.00,LOT 12A - ONYX-LAWRENCE,BOOT FEE,12,Mon
2/16/15,12:45,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Mon
2/17/15,12:39,$50.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE,12,Tue
12/15/15,15:56,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Tue
11/17/15,13:22,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Tue
12/7/16,9:41,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Wed
12/7/16,9:42,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Wed
2/19/15,12:19,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Thu
2/19/16,11:24,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
1/26/17,10:56,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Thu
1/27/17,4:42,$0.00,LOT 12A - ONYX-LAWRENCE,MISUSE OF PERMIT,4,Fri
1/27/17,10:44,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Fri
2/20/15,11:11,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
